"","Time","Year","Month","Day","Season","ClimScenario","Region","Biomass_Index_10thPercentile","Biomass_Index_Mean","Biomass_Index_90thPercentile"
"1101",1991-03-16,"1991","03","16","Spring","SSP1_26","GoM",7892.8802348293,12847.7168186736,19936.7027971396
"1102",1991-07-16,"1991","07","16","Summer","SSP1_26","All",545385.226280115,920079.023887025,1490349.37117775
"1103",1991-07-16,"1991","07","16","Summer","SSP1_26","GB",139187.891050397,237675.360081948,387989.440142429
"1104",1991-07-16,"1991","07","16","Summer","SSP1_26","GoM",52867.6411353398,90059.0914181185,150900.630239361
"1105",1991-10-16,"1991","10","16","Fall","SSP1_26","All",46684.1689050253,78780.3065493943,131735.083149936
"1106",1991-10-16,"1991","10","16","Fall","SSP1_26","GB",11704.1136752162,19891.6266583175,33836.0935696279
"1107",1991-10-16,"1991","10","16","Fall","SSP1_26","GoM",4683.73199981959,8153.78810136902,13732.9913030971
"1108",1992-03-16,"1992","03","16","Spring","SSP1_26","All",76399.9160302569,124454.765044698,206671.813604354
"1109",1992-03-16,"1992","03","16","Spring","SSP1_26","GB",20267.326620506,34037.3991580752,56094.4311747611
"1110",1992-03-16,"1992","03","16","Spring","SSP1_26","GoM",6398.47444519059,10785.7886613269,17482.8703884299
"1111",1992-07-16,"1992","07","16","Summer","SSP1_26","All",502585.234054554,829020.358222294,1293082.20507013
"1112",1992-07-16,"1992","07","16","Summer","SSP1_26","GB",131143.415398142,212343.864390062,329023.513890754
"1113",1992-07-16,"1992","07","16","Summer","SSP1_26","GoM",49982.2625667359,82560.8093351829,129983.502991719
"1114",1992-10-16,"1992","10","16","Fall","SSP1_26","All",44743.4319076229,72403.7167007355,119438.145613479
"1115",1992-10-16,"1992","10","16","Fall","SSP1_26","GB",11396.7739958298,18622.7936701326,31090.1553873107
"1116",1992-10-16,"1992","10","16","Fall","SSP1_26","GoM",4722.3574364542,7360.06021528752,12179.6525532431
"1117",1993-03-16,"1993","03","16","Spring","SSP1_26","All",71056.2019802506,117374.243651826,201481.879037893
"1118",1993-03-16,"1993","03","16","Spring","SSP1_26","GB",19554.4784276835,31734.9780596144,53600.7009916662
"1119",1993-03-16,"1993","03","16","Spring","SSP1_26","GoM",6584.98279721641,10568.2853886727,17985.7284677818
"1120",1993-07-16,"1993","07","16","Summer","SSP1_26","All",383259.596607304,664818.577617845,1023550.02500595
"1121",1993-07-16,"1993","07","16","Summer","SSP1_26","GB",100775.027614561,167117.787166471,273390.546954234
"1122",1993-07-16,"1993","07","16","Summer","SSP1_26","GoM",38493.22373595,65190.9657073828,114755.477752411
"1123",1993-10-16,"1993","10","16","Fall","SSP1_26","All",40708.9169708083,62064.6060476147,100152.319649294
"1124",1993-10-16,"1993","10","16","Fall","SSP1_26","GB",9942.45845253026,15759.0153089115,24523.4693755529
"1125",1993-10-16,"1993","10","16","Fall","SSP1_26","GoM",3782.05261816655,6236.06176379973,9782.62139271631
"1126",1994-03-16,"1994","03","16","Spring","SSP1_26","All",62998.351399581,103643.822897915,161241.488910206
"1127",1994-03-16,"1994","03","16","Spring","SSP1_26","GB",17017.1269142403,27821.4075793799,44267.7821441831
"1128",1994-03-16,"1994","03","16","Spring","SSP1_26","GoM",5555.24438298563,9077.08139186149,14729.7329799363
"1129",1994-07-16,"1994","07","16","Summer","SSP1_26","All",452612.648709497,753800.529269352,1172957.37885633
"1130",1994-07-16,"1994","07","16","Summer","SSP1_26","GB",113727.729328442,190692.868721035,307805.981700928
"1131",1994-07-16,"1994","07","16","Summer","SSP1_26","GoM",41972.5531155753,73852.5233868991,121089.816032863
"1132",1994-10-16,"1994","10","16","Fall","SSP1_26","All",40767.8297422683,77469.0570192022,120672.727821049
"1133",1994-10-16,"1994","10","16","Fall","SSP1_26","GB",10065.63251866,19554.8790144301,30644.7050963576
"1134",1994-10-16,"1994","10","16","Fall","SSP1_26","GoM",4068.78140500702,7941.101795081,12156.862509109
"1135",1995-03-16,"1995","03","16","Spring","SSP1_26","All",83055.4794621657,128431.577437138,206023.617311963
"1136",1995-03-16,"1995","03","16","Spring","SSP1_26","GB",23418.390667035,35396.468958484,56769.48568845
"1137",1995-03-16,"1995","03","16","Spring","SSP1_26","GoM",7666.17621409537,11730.6240842519,19102.8134316107
"1138",1995-07-16,"1995","07","16","Summer","SSP1_26","All",682110.470570285,1073912.23914852,1673449.81379863
"1139",1995-07-16,"1995","07","16","Summer","SSP1_26","GB",176166.442338099,281757.191407668,433176.170519506
"1140",1995-07-16,"1995","07","16","Summer","SSP1_26","GoM",66551.4458676455,111740.378727967,180268.98803335
"1141",1995-10-16,"1995","10","16","Fall","SSP1_26","All",82821.2236081394,127159.446945408,219338.505565951
"1142",1995-10-16,"1995","10","16","Fall","SSP1_26","GB",22175.3168143777,34055.90207034,55018.9819613478
"1143",1995-10-16,"1995","10","16","Fall","SSP1_26","GoM",9047.08489807474,14009.4142677117,22470.8816295658
"1144",1996-03-16,"1996","03","16","Spring","SSP1_26","All",146856.923978457,234479.455850631,374946.202443729
"1145",1996-03-16,"1996","03","16","Spring","SSP1_26","GB",41975.6069815582,67123.9632107857,105847.857533579
"1146",1996-03-16,"1996","03","16","Spring","SSP1_26","GoM",13723.0260028978,21578.9514868835,34149.0381870979
"1147",1996-07-16,"1996","07","16","Summer","SSP1_26","All",1059172.08838114,1584940.20141289,2528269.12850024
"1148",1996-07-16,"1996","07","16","Summer","SSP1_26","GB",277779.498634387,419465.276326201,689513.313748282
"1149",1996-07-16,"1996","07","16","Summer","SSP1_26","GoM",106769.256968727,164732.731790097,257654.24790559
"1150",1996-10-16,"1996","10","16","Fall","SSP1_26","All",109562.436568822,180021.861835262,252742.746705576
"1151",1996-10-16,"1996","10","16","Fall","SSP1_26","GB",27854.6875830674,45605.4262300629,66134.8015441922
"1152",1996-10-16,"1996","10","16","Fall","SSP1_26","GoM",11995.208501908,19806.5997669003,29563.2410186583
"1153",1997-03-16,"1997","03","16","Spring","SSP1_26","All",188686.573076791,282845.564816287,451823.159774525
"1154",1997-03-16,"1997","03","16","Spring","SSP1_26","GB",51905.3473230893,78396.3837652349,124702.180925248
"1155",1997-03-16,"1997","03","16","Spring","SSP1_26","GoM",17001.7248636373,26230.3470856596,40495.1830585061
"1156",1997-07-16,"1997","07","16","Summer","SSP1_26","All",998131.054558836,1676163.79848985,2464440.37626523
"1157",1997-07-16,"1997","07","16","Summer","SSP1_26","GB",258496.569302637,425871.245852576,678369.982244042
"1158",1997-07-16,"1997","07","16","Summer","SSP1_26","GoM",101813.363990516,169748.324944229,267825.966998224
"1159",1997-10-16,"1997","10","16","Fall","SSP1_26","All",89220.1294464052,147176.649004366,204780.566372146
"1160",1997-10-16,"1997","10","16","Fall","SSP1_26","GB",23996.6031275959,39303.4394283234,54660.9988640863
"1161",1997-10-16,"1997","10","16","Fall","SSP1_26","GoM",10500.0103727003,17487.4330633049,24006.9818785135
"1162",1998-03-16,"1998","03","16","Spring","SSP1_26","All",126920.513754718,217865.352340962,310113.343247357
"1163",1998-03-16,"1998","03","16","Spring","SSP1_26","GB",34000.1371292373,57955.6392144441,82704.1431328317
"1164",1998-03-16,"1998","03","16","Spring","SSP1_26","GoM",11353.4595391431,19271.513559842,27946.3156429014
"1165",1998-07-16,"1998","07","16","Summer","SSP1_26","All",825720.758825344,1445540.53470327,2143983.34522534
"1166",1998-07-16,"1998","07","16","Summer","SSP1_26","GB",212426.797733038,379812.358532597,589017.879290533
"1167",1998-07-16,"1998","07","16","Summer","SSP1_26","GoM",89143.2568224571,150266.561344294,235115.622568005
"1168",1998-10-16,"1998","10","16","Fall","SSP1_26","All",91805.8853065939,141256.516645475,224676.522102578
"1169",1998-10-16,"1998","10","16","Fall","SSP1_26","GB",23198.8020357481,36085.0416006758,57018.7260594997
"1170",1998-10-16,"1998","10","16","Fall","SSP1_26","GoM",9242.81995874857,14383.0688524342,24096.3922994357
"1171",1999-03-16,"1999","03","16","Spring","SSP1_26","All",142185.895042767,250052.55019009,354807.258426642
"1172",1999-03-16,"1999","03","16","Spring","SSP1_26","GB",39733.1710768226,67544.2836583788,98713.6039285453
"1173",1999-03-16,"1999","03","16","Spring","SSP1_26","GoM",12742.9639742002,21988.6174015184,32303.944162143
"1174",1999-07-16,"1999","07","16","Summer","SSP1_26","All",954286.28930011,1451137.33712975,2239388.45692518
"1175",1999-07-16,"1999","07","16","Summer","SSP1_26","GB",254685.930342219,393095.816419238,611504.514293309
"1176",1999-07-16,"1999","07","16","Summer","SSP1_26","GoM",95947.1274636835,152626.450196617,258148.606021168
"1177",1999-10-16,"1999","10","16","Fall","SSP1_26","All",113490.421939291,179170.138517033,270735.555319598
"1178",1999-10-16,"1999","10","16","Fall","SSP1_26","GB",30903.2703292286,48042.3389698775,70207.6614267604
"1179",1999-10-16,"1999","10","16","Fall","SSP1_26","GoM",12440.7929002604,20217.5362774839,29634.374161665
"1180",2000-03-16,"2000","03","16","Spring","SSP1_26","All",173957.443775729,304726.845028865,455709.215396722
"1181",2000-03-16,"2000","03","16","Spring","SSP1_26","GB",50327.4096967923,89578.2388047557,132460.140328083
"1182",2000-03-16,"2000","03","16","Spring","SSP1_26","GoM",15542.2305094131,27427.7330080481,41159.1780326306
"1183",2000-07-16,"2000","07","16","Summer","SSP1_26","All",1327445.56317383,2084386.07383875,3115705.64879031
"1184",2000-07-16,"2000","07","16","Summer","SSP1_26","GB",343807.215231013,553286.473615616,829137.139319782
"1185",2000-07-16,"2000","07","16","Summer","SSP1_26","GoM",130852.143001154,209650.822902839,343895.012144777
"1186",2000-10-16,"2000","10","16","Fall","SSP1_26","All",165427.200391498,253256.14350616,406477.633100459
"1187",2000-10-16,"2000","10","16","Fall","SSP1_26","GB",45975.0892011605,69872.0549328801,107527.611684396
"1188",2000-10-16,"2000","10","16","Fall","SSP1_26","GoM",19364.4500763049,29630.6196586011,47439.5201909804
"1189",2001-03-16,"2001","03","16","Spring","SSP1_26","All",256704.099184983,388701.195340043,639010.869084244
"1190",2001-03-16,"2001","03","16","Spring","SSP1_26","GB",73329.1208081817,110951.302079701,185563.967679882
"1191",2001-03-16,"2001","03","16","Spring","SSP1_26","GoM",25196.1399779493,38857.9606381739,65134.0316091288
"1192",2001-07-16,"2001","07","16","Summer","SSP1_26","All",1554997.61578657,2502342.89807672,4163164.83607675
"1193",2001-07-16,"2001","07","16","Summer","SSP1_26","GB",402018.378802493,643396.6249432,1111088.2932319
"1194",2001-07-16,"2001","07","16","Summer","SSP1_26","GoM",163300.067998483,257053.206076551,442897.932496834
"1195",2001-10-16,"2001","10","16","Fall","SSP1_26","All",182244.313554322,294905.847405205,462476.763426748
"1196",2001-10-16,"2001","10","16","Fall","SSP1_26","GB",48562.5321030699,79454.0750410473,124558.981853554
"1197",2001-10-16,"2001","10","16","Fall","SSP1_26","GoM",20887.9492378713,34533.7032902826,53088.0141184075
"1198",2002-03-16,"2002","03","16","Spring","SSP1_26","All",271979.118440486,439805.474263421,766170.088931727
"1199",2002-03-16,"2002","03","16","Spring","SSP1_26","GB",77458.5876740736,127859.744080242,220735.189364327
"1200",2002-03-16,"2002","03","16","Spring","SSP1_26","GoM",25646.5910344518,43829.7323283056,74261.9168393701
"1201",2002-07-16,"2002","07","16","Summer","SSP1_26","All",1660204.23358609,2570673.11066238,4442664.21126419
"1202",2002-07-16,"2002","07","16","Summer","SSP1_26","GB",416951.610753068,669008.023668443,1157357.61741045
"1203",2002-07-16,"2002","07","16","Summer","SSP1_26","GoM",170529.854876075,256507.755465951,443942.857141666
"1204",2002-10-16,"2002","10","16","Fall","SSP1_26","All",205167.856806767,301453.617211212,544441.151267019
"1205",2002-10-16,"2002","10","16","Fall","SSP1_26","GB",55111.3194573249,81479.7763329781,140107.904885984
"1206",2002-10-16,"2002","10","16","Fall","SSP1_26","GoM",22685.0359440644,34655.7148115132,60328.7370570375
"1207",2003-03-16,"2003","03","16","Spring","SSP1_26","All",350642.006888672,541784.059477192,907055.366915889
"1208",2003-03-16,"2003","03","16","Spring","SSP1_26","GB",100638.643430632,154565.368178865,255256.964071413
"1209",2003-03-16,"2003","03","16","Spring","SSP1_26","GoM",31203.6127733595,49843.8413325531,82552.1879632787
"1210",2003-07-16,"2003","07","16","Summer","SSP1_26","All",2145363.10073714,3095134.82975405,5638274.0802701
"1211",2003-07-16,"2003","07","16","Summer","SSP1_26","GB",544637.594988055,817769.288343984,1426685.15333236
"1212",2003-07-16,"2003","07","16","Summer","SSP1_26","GoM",208141.339983411,319689.758901829,558885.544297624
"1213",2003-10-16,"2003","10","16","Fall","SSP1_26","All",259478.297318035,435952.611071453,744749.669033435
"1214",2003-10-16,"2003","10","16","Fall","SSP1_26","GB",70718.247030283,115925.554053401,197524.373592964
"1215",2003-10-16,"2003","10","16","Fall","SSP1_26","GoM",28706.6351353604,47306.3713898033,80963.5909374063
"1216",2004-03-16,"2004","03","16","Spring","SSP1_26","All",373465.802747828,556063.996763008,905186.772100636
"1217",2004-03-16,"2004","03","16","Spring","SSP1_26","GB",103929.196716827,156458.110585472,247284.83904327
"1218",2004-03-16,"2004","03","16","Spring","SSP1_26","GoM",33476.1715668078,51681.8004902361,81517.985605721
"1219",2004-07-16,"2004","07","16","Summer","SSP1_26","All",1640768.3919631,2758695.72142819,4252921.45439408
"1220",2004-07-16,"2004","07","16","Summer","SSP1_26","GB",418266.439862257,733008.675607905,1156916.08770856
"1221",2004-07-16,"2004","07","16","Summer","SSP1_26","GoM",167926.266888101,302441.220158885,457347.392556713
"1222",2004-10-16,"2004","10","16","Fall","SSP1_26","All",220498.824920714,323592.681255215,510266.941118706
"1223",2004-10-16,"2004","10","16","Fall","SSP1_26","GB",60390.9054267131,91398.3017802415,140713.008303293
"1224",2004-10-16,"2004","10","16","Fall","SSP1_26","GoM",24311.9649426106,36391.9629412825,56579.6020459903
"1225",2005-03-16,"2005","03","16","Spring","SSP1_26","All",287850.449444487,463859.272593624,682974.791488591
"1226",2005-03-16,"2005","03","16","Spring","SSP1_26","GB",84406.420341909,131480.891703018,195196.006800327
"1227",2005-03-16,"2005","03","16","Spring","SSP1_26","GoM",27586.0674455792,42673.1889579826,63494.2092330284
"1228",2005-07-16,"2005","07","16","Summer","SSP1_26","All",1820708.52311938,2675707.58228168,3837537.8772499
"1229",2005-07-16,"2005","07","16","Summer","SSP1_26","GB",472282.803724443,704877.7657878,1003177.38143776
"1230",2005-07-16,"2005","07","16","Summer","SSP1_26","GoM",181927.711978431,267173.743084571,401433.920934292
"1231",2005-10-16,"2005","10","16","Fall","SSP1_26","All",226478.34519793,351194.736575647,493298.885903339
"1232",2005-10-16,"2005","10","16","Fall","SSP1_26","GB",60885.5146277436,92572.4442734046,130790.189738937
"1233",2005-10-16,"2005","10","16","Fall","SSP1_26","GoM",24446.6105859108,37925.0143582572,53830.5806390083
"1234",2006-03-16,"2006","03","16","Spring","SSP1_26","All",309929.464897203,448647.22538836,668026.098762053
"1235",2006-03-16,"2006","03","16","Spring","SSP1_26","GB",87018.8659179291,126390.348246291,194894.371372743
"1236",2006-03-16,"2006","03","16","Spring","SSP1_26","GoM",29039.8683792053,42222.4250321919,66096.4041703472
"1237",2006-07-16,"2006","07","16","Summer","SSP1_26","All",1405736.99460924,2360104.71356524,3635533.60256928
"1238",2006-07-16,"2006","07","16","Summer","SSP1_26","GB",372130.282313357,621344.102143978,1003657.9073735
"1239",2006-07-16,"2006","07","16","Summer","SSP1_26","GoM",141506.105023256,241673.166517228,374289.697559725
"1240",2006-10-16,"2006","10","16","Fall","SSP1_26","All",156154.198005575,248101.873845412,387691.728844657
"1241",2006-10-16,"2006","10","16","Fall","SSP1_26","GB",40600.518071569,69825.070824547,103562.51661169
"1242",2006-10-16,"2006","10","16","Fall","SSP1_26","GoM",16566.3891543253,28265.8492012644,41833.371665696
"1243",2007-03-16,"2007","03","16","Spring","SSP1_26","All",196096.739701558,319723.302929478,475166.954571825
"1244",2007-03-16,"2007","03","16","Spring","SSP1_26","GB",56412.1044622396,92491.591029836,135939.097218719
"1245",2007-03-16,"2007","03","16","Spring","SSP1_26","GoM",18208.7863787571,29490.6950289163,45059.1721478269
"1246",2007-07-16,"2007","07","16","Summer","SSP1_26","All",938633.380928666,1740925.52868805,2609613.51880952
"1247",2007-07-16,"2007","07","16","Summer","SSP1_26","GB",257046.107874389,455766.651509829,687681.548020345
"1248",2007-07-16,"2007","07","16","Summer","SSP1_26","GoM",100775.10269654,182446.310995171,272930.319186126
"1249",2007-10-16,"2007","10","16","Fall","SSP1_26","All",120878.675934294,188861.065302123,282087.715367993
"1250",2007-10-16,"2007","10","16","Fall","SSP1_26","GB",30738.0584904179,52566.9555042229,76762.5977275974
"1251",2007-10-16,"2007","10","16","Fall","SSP1_26","GoM",13371.8927390197,21936.8350493977,33617.7998794278
"1252",2008-03-16,"2008","03","16","Spring","SSP1_26","All",182380.185462977,284565.395837187,443675.255195699
"1253",2008-03-16,"2008","03","16","Spring","SSP1_26","GB",52492.5588592582,84980.8945047774,125296.938755302
"1254",2008-03-16,"2008","03","16","Spring","SSP1_26","GoM",17441.6521615302,28038.150467635,41349.676328904
"1255",2008-07-16,"2008","07","16","Summer","SSP1_26","All",909074.898841575,1464809.18720602,2391554.24782033
"1256",2008-07-16,"2008","07","16","Summer","SSP1_26","GB",235216.300426603,388317.450501527,628488.471093205
"1257",2008-07-16,"2008","07","16","Summer","SSP1_26","GoM",90644.9806051505,151555.36935162,246350.843018788
"1258",2008-10-16,"2008","10","16","Fall","SSP1_26","All",95047.4754646693,164352.136341883,280888.579989461
"1259",2008-10-16,"2008","10","16","Fall","SSP1_26","GB",25169.4471213337,43591.3380863663,72844.2482949077
"1260",2008-10-16,"2008","10","16","Fall","SSP1_26","GoM",10641.7617399668,18770.5099063414,31134.5636796858
"1261",2009-03-16,"2009","03","16","Spring","SSP1_26","All",184916.061182151,310280.183799514,486530.620843754
"1262",2009-03-16,"2009","03","16","Spring","SSP1_26","GB",52400.3979574105,89518.5600350332,138899.055217425
"1263",2009-03-16,"2009","03","16","Spring","SSP1_26","GoM",17071.4424808156,30006.2081667848,45489.630238001
"1264",2009-07-16,"2009","07","16","Summer","SSP1_26","All",1187784.58582954,1817941.88389359,2970656.82531135
"1265",2009-07-16,"2009","07","16","Summer","SSP1_26","GB",300844.386952768,469250.940120504,772496.150533662
"1266",2009-07-16,"2009","07","16","Summer","SSP1_26","GoM",109316.987666211,189093.638492848,302594.716711819
"1267",2009-10-16,"2009","10","16","Fall","SSP1_26","All",139377.697195847,221932.388212195,322632.051585802
"1268",2009-10-16,"2009","10","16","Fall","SSP1_26","GB",36325.0236912106,58370.5824843114,87274.5721770127
"1269",2009-10-16,"2009","10","16","Fall","SSP1_26","GoM",14095.2973624561,22632.1496341787,33460.1921818497
"1270",2010-03-16,"2010","03","16","Spring","SSP1_26","All",232659.8060326,367452.361743347,557525.897790819
"1271",2010-03-16,"2010","03","16","Spring","SSP1_26","GB",67786.5085546938,106657.527733858,164330.137562251
"1272",2010-03-16,"2010","03","16","Spring","SSP1_26","GoM",20559.8806697789,32627.3379759604,53704.8139420904
"1273",2010-07-16,"2010","07","16","Summer","SSP1_26","All",1273341.6531861,1952090.94575055,3363386.98371315
"1274",2010-07-16,"2010","07","16","Summer","SSP1_26","GB",321333.8463147,508972.637170319,888392.415015452
"1275",2010-07-16,"2010","07","16","Summer","SSP1_26","GoM",121485.717057812,204371.560507114,366698.725519801
"1276",2010-10-16,"2010","10","16","Fall","SSP1_26","All",165890.171063997,248641.450831916,428801.142017002
"1277",2010-10-16,"2010","10","16","Fall","SSP1_26","GB",42655.7025957769,64348.0901007566,111876.453175337
"1278",2010-10-16,"2010","10","16","Fall","SSP1_26","GoM",16114.5637073125,25330.5608151252,41193.1841201083
"1279",2011-03-16,"2011","03","16","Spring","SSP1_26","All",256332.431523925,427081.64232276,661939.529108797
"1280",2011-03-16,"2011","03","16","Spring","SSP1_26","GB",74848.8793103879,121527.127672477,186389.266002219
"1281",2011-03-16,"2011","03","16","Spring","SSP1_26","GoM",24570.1442140034,39874.3477797961,60418.9524441875
"1282",2011-07-16,"2011","07","16","Summer","SSP1_26","All",1281516.37549686,2200495.16684569,3332266.54209431
"1283",2011-07-16,"2011","07","16","Summer","SSP1_26","GB",351307.032204134,549887.036351345,882887.242032539
"1284",2011-07-16,"2011","07","16","Summer","SSP1_26","GoM",137695.514602812,219613.073230782,354729.620252867
"1285",2011-10-16,"2011","10","16","Fall","SSP1_26","All",195979.613329716,306586.756666047,479545.679597356
"1286",2011-10-16,"2011","10","16","Fall","SSP1_26","GB",52875.7903165625,84625.5572358744,128776.952903621
"1287",2011-10-16,"2011","10","16","Fall","SSP1_26","GoM",21076.9665975744,33650.9662024349,51023.28602616
"1288",2012-03-16,"2012","03","16","Spring","SSP1_26","All",289001.221508488,467170.770493748,713981.876692519
"1289",2012-03-16,"2012","03","16","Spring","SSP1_26","GB",85243.6036837168,139613.876085749,207337.225318765
"1290",2012-03-16,"2012","03","16","Spring","SSP1_26","GoM",27661.0203060525,46678.4355199979,66584.4633085539
"1291",2012-07-16,"2012","07","16","Summer","SSP1_26","All",1460078.8305904,2135118.39319941,3411500.63707547
"1292",2012-07-16,"2012","07","16","Summer","SSP1_26","GB",391420.234430479,555428.731602398,922197.673888502
"1293",2012-07-16,"2012","07","16","Summer","SSP1_26","GoM",147037.063833177,219497.486526946,369117.373748484
"1294",2012-10-16,"2012","10","16","Fall","SSP1_26","All",179695.468141243,286570.763460335,425236.437510865
"1295",2012-10-16,"2012","10","16","Fall","SSP1_26","GB",48255.9248267158,77316.5525451151,110755.251371692
"1296",2012-10-16,"2012","10","16","Fall","SSP1_26","GoM",19144.6779885934,30975.6238745083,44762.2555071981
"1297",2013-03-16,"2013","03","16","Spring","SSP1_26","All",350570.277010297,554883.944778315,858265.104578376
"1298",2013-03-16,"2013","03","16","Spring","SSP1_26","GB",103612.17549416,157875.481301602,242894.473455872
"1299",2013-03-16,"2013","03","16","Spring","SSP1_26","GoM",34647.1663586409,55230.0231528844,84830.6187161525
"1300",2013-07-16,"2013","07","16","Summer","SSP1_26","All",2284493.86613611,3652861.18387614,5390935.86970985
"1301",2013-07-16,"2013","07","16","Summer","SSP1_26","GB",612239.538726237,979851.60134007,1428730.02112729
"1302",2013-07-16,"2013","07","16","Summer","SSP1_26","GoM",239425.234459326,386309.78985987,581091.8196876
"1303",2013-10-16,"2013","10","16","Fall","SSP1_26","All",489820.7798534,756404.490952614,1137909.49255672
"1304",2013-10-16,"2013","10","16","Fall","SSP1_26","GB",134899.74318491,205956.471595244,314701.881304154
"1305",2013-10-16,"2013","10","16","Fall","SSP1_26","GoM",49016.8559461081,78300.60182924,120826.20013251
"1306",2014-03-16,"2014","03","16","Spring","SSP1_26","All",880568.81499851,1411435.04564992,2407081.91744084
"1307",2014-03-16,"2014","03","16","Spring","SSP1_26","GB",260776.947600415,419523.576702906,698309.199129168
"1308",2014-03-16,"2014","03","16","Spring","SSP1_26","GoM",79354.4524953681,128348.603918616,212481.931761739
"1309",2014-07-16,"2014","07","16","Summer","SSP1_26","All",3918899.06500984,6541423.18182617,10801322.6275211
"1310",2014-07-16,"2014","07","16","Summer","SSP1_26","GB",977354.734928377,1746453.07081668,3085097.67124095
"1311",2014-07-16,"2014","07","16","Summer","SSP1_26","GoM",393904.466167474,699843.472422397,1209417.64723386
"1312",2014-10-16,"2014","10","16","Fall","SSP1_26","All",507184.171135636,933196.24810452,1518965.43412603
"1313",2014-10-16,"2014","10","16","Fall","SSP1_26","GB",141268.596969668,263719.483749713,419493.910914827
"1314",2014-10-16,"2014","10","16","Fall","SSP1_26","GoM",55073.0348576621,103626.260972076,161533.753649085
"1315",2015-03-16,"2015","03","16","Spring","SSP1_26","All",736708.046689719,1406483.92854075,2613518.08122649
"1316",2015-03-16,"2015","03","16","Spring","SSP1_26","GB",213398.660175485,403977.154111025,750909.998166503
"1317",2015-03-16,"2015","03","16","Spring","SSP1_26","GoM",67782.7048980554,129844.328495776,254430.032575062
"1318",2015-07-16,"2015","07","16","Summer","SSP1_26","All",3854717.35045338,7373432.01329243,14795293.6827168
"1319",2015-07-16,"2015","07","16","Summer","SSP1_26","GB",964909.222817151,1969527.75753684,3731217.22871629
"1320",2015-07-16,"2015","07","16","Summer","SSP1_26","GoM",382781.75936293,768702.487716737,1515141.93889582
"1321",2015-10-16,"2015","10","16","Fall","SSP1_26","All",402892.095866139,822353.398208717,1465429.93132348
"1322",2015-10-16,"2015","10","16","Fall","SSP1_26","GB",102053.364317552,214344.687404003,385626.610480588
"1323",2015-10-16,"2015","10","16","Fall","SSP1_26","GoM",44262.0272408647,89706.9982533448,158461.797286548
"1324",2016-03-16,"2016","03","16","Spring","SSP1_26","All",575453.144819375,1229181.89781826,2656852.30107094
"1325",2016-03-16,"2016","03","16","Spring","SSP1_26","GB",165996.748898041,348733.715914712,759420.237180749
"1326",2016-03-16,"2016","03","16","Spring","SSP1_26","GoM",53268.4583497744,113330.491815327,247621.252266862
"1327",2016-07-16,"2016","07","16","Summer","SSP1_26","All",2961186.56457207,6552717.23981932,14898150.2888545
"1328",2016-07-16,"2016","07","16","Summer","SSP1_26","GB",761484.869611575,1693924.6901637,4014930.97900813
"1329",2016-07-16,"2016","07","16","Summer","SSP1_26","GoM",305405.437816439,674362.708572028,1527101.32410325
"1330",2016-10-16,"2016","10","16","Fall","SSP1_26","All",356563.039599517,807080.551277822,1811958.3472275
"1331",2016-10-16,"2016","10","16","Fall","SSP1_26","GB",96190.8198482067,216445.953277372,484431.776677556
"1332",2016-10-16,"2016","10","16","Fall","SSP1_26","GoM",38576.9459824408,88509.9792608295,197968.09262018
"1333",2017-03-16,"2017","03","16","Spring","SSP1_26","All",604743.034823228,1489826.30160735,3672980.90712773
"1334",2017-03-16,"2017","03","16","Spring","SSP1_26","GB",167501.544383158,410712.044857614,1097024.03541377
"1335",2017-03-16,"2017","03","16","Spring","SSP1_26","GoM",53276.9028566176,133764.512362935,377723.751935499
"1336",2017-07-16,"2017","07","16","Summer","SSP1_26","All",3114176.30818563,7705992.80785276,21590732.475357
"1337",2017-07-16,"2017","07","16","Summer","SSP1_26","GB",772115.30339671,1963539.20340753,6328925.86945294
"1338",2017-07-16,"2017","07","16","Summer","SSP1_26","GoM",302870.224728093,760018.943577906,2346844.98727805
"1339",2017-10-16,"2017","10","16","Fall","SSP1_26","All",334083.769964039,895937.819024846,2287828.8471761
"1340",2017-10-16,"2017","10","16","Fall","SSP1_26","GB",86105.7210897283,234710.239867844,624220.382959204
"1341",2017-10-16,"2017","10","16","Fall","SSP1_26","GoM",35213.4244361313,92109.0974504261,273838.693308096
"1342",2018-03-16,"2018","03","16","Spring","SSP1_26","All",561622.624179799,1600917.88830629,4818215.70537282
"1343",2018-03-16,"2018","03","16","Spring","SSP1_26","GB",150023.79326279,437664.401565221,1343244.26840009
"1344",2018-03-16,"2018","03","16","Spring","SSP1_26","GoM",46837.1595107949,141235.708300057,467414.539921675
"1345",2018-07-16,"2018","07","16","Summer","SSP1_26","All",2903609.02291291,8358360.39618632,27460194.8692237
"1346",2018-07-16,"2018","07","16","Summer","SSP1_26","GB",713634.473187619,2113485.18787452,7797885.08275658
"1347",2018-07-16,"2018","07","16","Summer","SSP1_26","GoM",270385.906806557,792513.980782756,2922724.70252334
"1348",2018-10-16,"2018","10","16","Fall","SSP1_26","All",314353.940312243,973743.202683983,2832226.07300463
"1349",2018-10-16,"2018","10","16","Fall","SSP1_26","GB",75262.2939705884,243306.256726482,804193.944348671
"1350",2018-10-16,"2018","10","16","Fall","SSP1_26","GoM",31567.0566789761,93807.790008548,329080.228516046
"1351",2019-03-16,"2019","03","16","Spring","SSP1_26","All",540556.30406825,1697182.22303198,6009262.69098537
