COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SURVEY,SEASON,YEAR,INDEX_TYPE,INDEX,CV,LOWER_90_CI,UPPER_90_CI
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1988,Biomass (kg/tow),3.5008,0.1927,2.4916,4.7077
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1989,Biomass (kg/tow),4.3418,0.1537,3.3113,5.4832
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1990,Biomass (kg/tow),6.3229,0.1398,4.9096,7.8495
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1991,Biomass (kg/tow),2.8494,0.1531,2.1578,3.5581
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1992,Biomass (kg/tow),5.3482,0.1535,4.0056,6.7109
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1993,Biomass (kg/tow),3.9687,0.1798,2.7225,5.0996
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1994,Biomass (kg/tow),5.5783,0.1176,4.4798,6.6843
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1995,Biomass (kg/tow),7.7406,0.107,6.4258,9.1252
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1996,Biomass (kg/tow),6.5834,0.1088,5.4251,7.7104
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1997,Biomass (kg/tow),4.7333,0.2351,3.0617,6.7224
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1998,Biomass (kg/tow),3.3419,0.2026,2.2658,4.4826
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,1999,Biomass (kg/tow),2.05,0.1576,1.5325,2.5777
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2000,Biomass (kg/tow),8.3455,0.126,6.6185,10.179
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2001,Biomass (kg/tow),6.4078,0.1212,5.0606,7.6907
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2002,Biomass (kg/tow),3.2461,0.1378,2.5516,4.0446
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2003,Biomass (kg/tow),3.5148,0.1796,2.5525,4.61
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2004,Biomass (kg/tow),3.9858,0.2055,2.6615,5.3516
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2005,Biomass (kg/tow),6.3732,0.2391,4.1096,9.152
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2006,Biomass (kg/tow),8.2009,0.2138,5.3538,11.1091
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2007,Biomass (kg/tow),9.2135,0.214,6.1138,12.556
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2008,Biomass (kg/tow),6.6179,0.1806,4.6782,8.6544
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2009,Biomass (kg/tow),5.2659,0.1572,3.9423,6.6329
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2010,Biomass (kg/tow),5.3591,0.1373,4.1433,6.6388
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2011,Biomass (kg/tow),5.4917,0.2056,3.7138,7.5829
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2012,Biomass (kg/tow),2.1576,0.2138,1.4406,2.9687
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2013,Biomass (kg/tow),3.2113,0.25,1.9525,4.5237
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2014,Biomass (kg/tow),1.9642,0.2533,1.2282,2.8605
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2015,Biomass (kg/tow),5.1747,0.1756,3.6891,6.7225
"FLOUNDER,YELLOWTAIL",172909,CCGOM,NONE,11,MADMF spring BTS,SPRING,2016,Biomass (kg/tow),6.9743,0.1991,4.7899,9.4012
